text_original,text_clean,label,video_id,title,channel_name,tanggal,author,source
Karena mereka mau minyak 😂,karena mereka mau minyak,0,,,,,,dataset_kaggle
"Asyik main di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, eh dapat JP gede, rezeki emang gak ketukar!",asyik main dora77 eh jp gede rezeki emang gak tukar,1,,,,1758155559.47634,@AslamKhan-bz1xd,dataset_komentarJudol
spi-n pecah mulu 𝘼𝙇𝙀𝙓𝙄𝙎17,spi n pecah mulu alexis17,1,Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,VickyWijaya-c2g,data_clean_final
"dengerin ini podcast otak gw secara gak langsung kayak di glitikin, geli2 ngilu gimana gitu...",dengarkan ini podcast otak saya secara tidak langsung seperti di glitikin geli2 ngilu bagaimana begitu,0,,,,,,judi_online
Percaya proses menuai hasil Seacrh Google ❄️𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴❄️,percaya proses menuai hasil seacrh google junior88,1,,,,,,dataset_kaggle
Pencarian terus bergerak 📈 Cari di Google 𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴,pencarian terus bergerak cari di google junior88,1,,,,,,dataset_kaggle
"Asli kontennya top, 👵𝙬-𝙚-𝙩-𝙤-𝙣-88👵 juga selalu top sih. 👑",asli konten top weton88 selalu top sih,1,,,,1756837994.27717,@Danghuunamst-j1d,dataset_komentarJudol
"Assalamualaikum Wr. Wb. Pak cuma mau comment aja nih Entah angin apaan dah ini pak. Pak kapan ya harus bisa percaya diri dan bisa mengklaim bahwa gua tuh [software engineer, front end, back end, full stack, apalah(dkk,dll)]; Ditambah disaat mempelajari akan sesuatu bidang misal nih contohin aja kuli. Day 1. Wah rupanya satu skop semen, ditambah dua sekop sekop pasir, dan ditambah lagi air sekitaran setengah ember hitam itu tuh `ember itulah pokoknya. Jadi sebuah adonan yang udah baguslah. Day 2. Dan ternyata kalau pasir nya di ayak lagi jadi sudah agak menyentuh standar adonan yang hampir sempurna. Day 3. Ternyata kalau semennya dipilih dengan kualitas yang pass, masih agak hampir dikategorikan ke adonan yang sedikit lagi sempurna. Day i++. Dan ternyata kalau makek mesin dengan kepresisiannya malah lebih sempurna ex: mobil molen, dkk. Dari sini aja kepikiran lah gua nih kuli bukan sih, rasanya kek apa yang gua spekulasi dan melihat kedalam lagi, malah gak berani lagi untuk klaim gua sebagai kuli. # rasanya kek orang biasa yang cuman ngerti cara ngeaduk adonan semen yang itu juga belum, bahkan mungkin mendekati standart pun gak lolos uji. Itu aja sih sih pak keluh resah Ini ocehan apalah, tapi sedikit tips💡 bisalah pak. Btw ini angin malam tahun baru🎉 rupanya pak😂😂😂. Sekian. Wassalamu'alaikum",assalamualaikum wr wb pak cuma mau comment aja nih entah angin apaan dah ini pak pak kapan ya harus bisa percaya diri dan bisa mengklaim bahwa gua tuh software engineer front end back end full stack apalahdkk dll ditambah disaat mempelajari akan sesuatu bidang misal nih contohin aja kuli day 1 wah rupanya satu skop semen ditambah dua sekop sekop pasir dan ditambah lagi air sekitaran setengah ember hitam itu tuh ember itulah pokoknya jadi sebuah adonan yang udah baguslah day 2 dan ternyata kalau pasir nya di ayak lagi jadi sudah agak menyentuh standar adonan yang hampir sempurna day 3 ternyata kalau semennya dipilih dengan kualitas yang pass masih agak hampir dikategorikan ke adonan yang sedikit lagi sempurna day i dan ternyata kalau makek mesin dengan kepresisiannya malah lebih sempurna ex mobil molen dkk dari sini aja kepikiran lah gua nih kuli bukan sih rasanya kek apa yang gua spekulasi dan melihat kedalam lagi malah gak berani lagi untuk klaim gua sebagai kuli rasanya kek orang biasa yang cuman ngerti cara ngeaduk adonan semen yang itu juga belum bahkan mungkin mendekati standart pun gak lolos uji itu aja sih sih pak keluh resah ini ocehan apalah tapi sedikit tips bisalah pak btw ini angin malam tahun baru rupanya pak sekian wassalamu alaikum,0,,,,,,dataset_kaggle
"Gue scroll Twitter semalem, rame banget yang nanya “anjir ini 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 apaan sih?!”",gue scroll twitter semalem rame banget nanya anjir pulauwin apa sih,1,,,,1755194983.39803,@ambrosehein,dataset_komentarJudol
"Masyaallah tabarakallah kamari, lucu banget akhirnya iove you semangat sehat selalu ❤",masyaallah tabarakallah kamari lucu banget akhirnya iove you semangat sehat selalu,0,,,,,,dataset_kaggle
Mantappp💙P R O B E T  8 5 5💙sungguh menggugah selera makan !!,mantapp robet855 sungguh gugah selera makan,1,,,,1756838134.73794,@Lebaohuongst-f2j,dataset_komentarJudol
3+6- --++,36,0,,,,,,dataset_kaggle
"Serius deh, di ALEXIS17 ada fitur filter RTP yang akurat setiap femtodetik.",serius deh di alexis17 ada fitur filter rtp yang akurat setiap femtodetik,1,,,,,,judi_online
"Belanja bulanan liat promo, inget Alexis17 pernah review. Asli!",belanja bulanan lihat promosi ingat alexis17 pernah review asli,1,,,,,,judi_online
Sukaaa bangettt sama ⭐𝐒𝐆𝐈𝟖𝟖,sukaaa bangettt sama sgi88,1,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.412.229.582.510,KierraMcClellan-q5s,data_clean_final
"Epic gara-gara 𝐌𝐎𝐍𝐀𝟒𝐃! Cerita ngena, visual top. 🚀",epic gara gara mona4d cerita ngena visual top,1,,,,,,judi_online
✦𝐦𝐚𝐧𝐮𝐭𝟖𝟖✦ sekali ngasih petir dapet nmax cok,manut88 sekali ngasih petir dapet nmax cok,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.684.960,OzgurErem-x5s,data_clean_final
Absen yang dipake sama musuh,absen dipake sama musuh,0,,,,1755454840.86935,@warsito-cfaanephamilypador8625,dataset_komentarJudol
Lu nya aja botak yang GK bisa main,lu nya aja botak gk main,0,,,,1758674613.96755,@Homeofficially,dataset_komentarJudol
"Bangun tidur ku terus ngeslt, emang paten kali  mandalika77 nih belum apa2 udah maxwin dia, kirain cuma dalam mimpi doang bisa dapat maxwin.",bangun tidur ku terus ngeslt emang paten kali mandalika77 nih belum apa2 udah maxwin dia kirain cuma dalam mimpi doang bisa dapat maxwin,1,-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.323.623.560,MICHEALKlinger,data_clean_final
L Lokal 3,l lokale,0,,,,1757270494.01521,@eddychandra7501,dataset_komentarJudol
Mas Rafi mamah gigi saya mau minta tolong boleh gak.saya lagi kebingungan mas Rafi mamah gigi.anak saya harus beli buku LKS smp 198.000 11 buku mata pelajaran .tapi saya blum pegang uang nya.boleh gak mas saya mau minta bantuannya kalau.mas Rafi mamah gigi berniat bantu saya TF ke rek ini mas Rafi 076101028783539 maaf sebelumnya saya malu2in minta bantuan disini.karna saya kepaksa pinjem ke sana kemari blum ada yang pinjemin mas,mas rafi mamah gigi saya mau minta tolong boleh gak saya lagi kebingungan mas rafi mamah gigi anak saya harus beli buku lks smp 19800011 buku mata pelajaran tapi saya blum pegang uang nya boleh gak mas saya mau minta bantuannya kalau mas rafi mamah gigi berniat bantu saya tf ke rek ini mas rafi 076101028783539 maaf sebelumnya saya malu2in minta bantuan disini karna saya kepaksa pinjem ke sana kemari blum ada yang pinjemin mas,0,,,,,,dataset_kaggle
"Sekali klik, saldo 𝗩𝗜𝗖𝗧𝗢𝗥𝗬𝟬𝟬𝟳 langsung nambah kayak harga cabe 🌶",sekali klik saldo victory007 langsung bertambah seperti harga cabe,1,,,,,,judi_online
Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝙎𝙂𝙄88,konten yang luar biasa keren sekali cara kamu menjelaskannya main yang bagus di sini kakak sgi8,1,,,,,,judi_online
Konten kayak gini yang ditunggu-tunggu.DorA77,konten kayak gin tunggu tunggu dora77,1,,,,1757183915.3439,@anhcungvăn3,dataset_komentarJudol
qela,qela,0,,,,,,dataset_kaggle
"ALEXIS-☯17☯ emang ga pelit soal bonus, tiap hari ada aja promonya",alexis memang tidak pelit soal hadiah tiap hari ada saja promonya,1,,,,,,judi_online
Berati pengikut tim kalian sedikit kasian,berat ikut tim kalian sedikit kasi,0,,,,1755196277.30731,@prandenpratama5433,dataset_komentarJudol
"Pas nyalain radio lokal, penyiar nyebut 𝐏𝐔𝐋𝐀𝐔𝐖𝐈𝐍 dengan semangat.",pas nyalain radio lokal siar nyebut pulauwin semangat,1,,,,1757789100.12253,@RadhamatiKumari,dataset_komentarJudol
"keberuntungan bikin cinta 𝘿𝑂𝐑𝘼 𝟩𝟽 , thank you !",keberuntungan bikin cinta dora 77 thank you,1,wbaneF-1auo,1M JOURNEY BORNEO 360: PANGKALAN BUN LUAR BIASA!,Ridwan Hanif,2025-05-03 03:01:07+00:00,SarahXZG0g,data_clean_final
yang main di𝔾𝔸 ℝ𝕌 𝔻𝔸 ℍ𝕆 𝕂𝕀..semoga hoki,main diga ru da ho ki moga hoki,1,,,,1756059692.37362,@TveshaAbhivyakti,dataset_komentarJudol
𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖 Bikin betah nonton lama-lama.,aero88 bikin betah nonton lama lama,1,,,,1757443374.57443,@Hoa-Lê-Khánh,dataset_komentarJudol
"Terima kasih udah bikin video sekeren ini,❤️𝐖𝐄𝐓𝐎𝐍𝟖𝟖❤️ aku merasa dapet banyak banget insight baru. Yang paling aku suka adalah bagaimana kamu bikin penonton merasa nyaman dan gak dihakimi. Doaku yang terbaik buat kamu dan perjalanan channel ini!",terima kasih udah bikin video keren weton88 aku rasa dapet banyak banget insight baru paling aku suka bagaimana kamu bikin tonton rasa nyaman gak hakim doa baik buat kamu jalan channel,1,,,,1755195020.55515,@anggianggiann-k3l,dataset_komentarJudol
Si tuyul tua ini BOROS juga makan nya😂😂😂,si tuyul tua boros makan nya,0,,,,1758674618.88647,@radenaji6731,dataset_komentarJudol
Semangat cilaaaa,semangat cilaa,0,,,,,,dataset_kaggle
"MENDING KABUR KELUAR NEGERI, DARIPADA MATI KENA REVOLUSI 😢",mending kabur keluar negeri daripada mati kena revolusi,0,,,,,,dataset_kaggle
si alexis17 rajin banget udah rebahan pagi .,si alexis17 rajin banget udah rebahan pagi,1,rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,FikriPuspita-y2v,data_clean_final
Wajib coba! Main bareng ⚡ALEXIS17⚡ selalu seru!,wajib coba main bareng alexis17 selalu seru,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.191.644.170,MayaNugroho-n6o,data_clean_final
Wkwk awal season udah push aj lu col,wkwk awal season udah push aj lu col,1,,,,1758242136.16227,@wahidmuharram1245,dataset_komentarJudol
Rambut kamariii🥰🥰,rambut kamarii,0,,,,,,dataset_kaggle
"Berkat  *GUNUNGWIN* saya berubah, dari tukang kayu jadi pemilik toko furniture.",berkat gunungwin saya berubah dari tukang kayu jadi pemilik toko furniture,1,,,,,,judi_online
Konten 𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖 kayak gini yang aku cari.,konten aero88 kayak gin aku cari,1,,,,1757443396.10388,@thắnghữu1960,dataset_komentarJudol
"keberuntungan bener-bener gacir 𝘋о𝙍a𝟩𝟩 , nggak nyangka !",keberuntungan bener bener gacir d ra77 nggak nyangka,1,hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,SarahONjXi,data_clean_final
"Asli deh, ⭐𝐓𝐈𝐌𝐎𝟒𝐃⭐ sama konten lo sama-sama bikin betah! 🏠",asli deh timo4d sama konten lo sama sama bikin betah,1,,,,1757821643.61705,@AnhHo-o4k,dataset_komentarJudol
"Ngomongnya muter² terus,...tak berbobot😢",ngomongnya muter2 terus tak berbobot,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.419.581.195.900,Zzz-u4m7e,data_clean_final
Slot talk makin hidup 🎰 Cari di Google 𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴,slot talk makin hidup cari di google junior88,1,,,,,,dataset_kaggle
"Barca butuh defender yang agak tua, dan mempunyai jiwa leadership kayak iniago martinez",barca butuh defender yang agak tua dan mempunyai jiwa leadership kayak iniago martinez,0,,,,,,dataset_kaggle
"Langsung tarik semua kemenangan dari 𝘈𝘎𝙐𝙎T𝙊T𝐎, buat liburan!",langsung tarik semua kemenangan dari agustoto buat liburan,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.548.970.790,Lourenovalaki-n8q,data_clean_final
"swert bonanja gacir pol , nggak prnh zonk",swert bonanja gacir pol nggak prnh zonk,1,Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,LavrentiyAwom,data_clean_final
Judol dan Narkoba dua perusak besar generasi bangsa...mari kita laknat pengkhianat bangsa...oknum pejabat negara yang memdukung praktik judol dan narkoba ini,judi online dan narkoba dua perusak besar generasi bangsa mari kita laknat pengkhianat bangsa oknum pejabat negara yang memdukung praktik judi online dan narkoba ini,0,,,,,,judi_online
epic moment 🎉 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,epic moment weton88,1,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.664.004.470,MwhippleJbeam-p3o,data_clean_final
"Main di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕bikin happy banget, hasilnya gacir abis!",main dora77bikin happy banget hasil gacir abis,1,,,,1758415135.23769,@shamischannel-kd6zg,dataset_komentarJudol
menurut keyakinan saya 😄,menurut keyakinan saya,0,,,,,,dataset_kaggle
Apakah inisial T itu tomy suharto?,apakah inisial t itu tomy suharto,0,,,,,,judi_online
Tontonan setelah podhub break ganti ke kamarii❤❤❤❤❤,tontonan setelah podhub break ganti ke kamarii,0,,,,,,dataset_kaggle
Dia pemain bola bukan si?,dia pemain bola bukan si,0,,,,,,dataset_kaggle
"tato, tato apa yang permanen? jawabannya iloveyou kobi",tato tato apa yang permanen jawabannya iloveyou kobi,0,,,,,,dataset_kaggle
0:03 keren coba bang gas 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,0 03 keren coba bang gas weton88,1,8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,CheyenneDelgadillo-l8c,data_clean_final
Main sebentar aja langsung dapet rezeki besar keren banget 𝐓𝐈𝐌𝐎𝟒𝐃!,main sebentar aja langsung dapet rezeki besar keren banget timo4d,1,,,,1756924611.73704,@HuongBui-c8s,dataset_komentarJudol
Ehh dah ganti foto aja jen,ehh dah ganti foto aja jen,0,,,,,,dataset_kaggle
Hasil gacir dari 𝘈𝘎𝙐𝙎T𝙊T𝐎bikin hari makin seru. Mantap banget!,hasil gacir dari agustotobikin hari makin seru mantap banget,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.538.128.230,LserranoUsubutun-f4n,data_clean_final
amang,amang,0,,,,1757270428.99886,@Rayhan-d4i,dataset_komentarJudol
P U L A U W I N vibes-nya tuh dapet dari detik pertama.,pulauwin vibes nya tuh dapet dari detik pertama,1,,,,,,dataset_kaggle
EVOS otw m7 baru lawan navi belum juga playoff 😅😅😅😅,evos otw m7 baru lawan navi playoff,0,,,,1756060710.36636,@FernandoTzy-s7i,dataset_komentarJudol
"Tim alexis17 kena comeback, bangga banget pasti.",tim alexis17 kena comeback bangga sekali pasti,1,,,,,,judi_online
 @mhhaekal  dia mah emang caper aja itu akun punya dia sendiri coy,mhhaekal dia mah emang caper aja itu akun punya dia sendiri coy,0,kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,173.994.701.073.922,amalfaruqi4197,data_clean_final
"Persisi kaya di film Korea yg artisnya ma dong sesuk,judul filmnya round up 4""no way out""",persisi kayak di film korea yang artisnya sama dong sesuk judul filmnya round up no way out,0,,,,,,judi_online
Memang gak ada lawan nya 🍭𝙎𝙀𝙉𝘿𝘼𝙇4𝘿🍭,memang gak lawan nya sendal4d,1,,,,1756060548.43359,@JuliaimaIntan,dataset_komentarJudol
"gue udah ga bayangin hidup a.l.e.x.i.s.1.7 , udah sumber nafkah utama",gue udah ga bayangin hidup a l e x i s 1 7 udah sumber nafkah utama,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,prasetyogarang,data_clean_final
Bang bahas tentang kamera 360 dong dari model dan tipe tipenya 🙏🏼,bang bahas tentang kamera 360 dong dari model dan tipe tipenya,0,,,,,,dataset_kaggle
MAU PAS4D SAIKI WISDOMTOTO,mau pas4d saiki wisdomtoto,1,,,,2024-10-07 13:40:09,dyah indra pratiwi,youtube_chat_jogja
🚀 Pulau777 hiburan masa kini 🌟,pulau777 hibur masa kini,1,,,,1757530064.10935,@AshaChoudhary-j5o,dataset_komentarJudol
"Gue kira cuma gue yang bingung, ternyata semua pada nanya juga “apaan sih 🄿🅄🄻🄰🅄🅆🄸🄽 ini?”",gue kira cuma gue bingung nyata semua nanya apa sih pulauwin,1,,,,1756665129.12482,@ZacharyEspinosa-s8z,dataset_komentarJudol
Ai,ai,0,,,,,,dataset_kaggle
Lanjutkan perjuangmu bang..orang baik kritis cerdas memang musuh utama oligarki...hanya jika mayoritas rakyat sadar...mereka oligarki akan mati.,lanjutkan perjuangmu kakak orang baik kritis cerdas memang musuh utama oligarki hanya jika mayoritas rakyat sadar mereka oligarki akan mati,0,,,,,,judi_online
​@hasbi9405barca lawan mana selanjutnya bro,lawan mana selanjutnya bro,0,,,,,,dataset_kaggle
"Bang Densu vs Efren Reyes, master lawan master! Jangan lupa mampir ke Pawpaw4D, pasti seru!",kakak densu vs efren reyes master lawan master jangan lupa mampir ke pawpaw4d pasti seru,1,,,,,,judi_online
"2 hari sebelum konten ini release, Redmi Note 8 pro syaa menunjukan tanda baterai drop cepet😂. Ngecharge pagi, siang udah merah aja. Padahal dari baru beli jarang bgt dipake maen game. Btw hp ini udah dari 2020. Performa lumayan ngejer, walau ngelag dikit kalo buka superApp macam shopee. Belum pernah ganti baterai. Tapi seandainya jadi beli baterai baru, kyknya ganti thermal paste masih bisa stretch sampe akhir tahun depan 😂😂",2 hari sebelum konten ini release redmi note 8 pro syaa menunjukan tanda baterai drop cepet ngecharge pagi siang udah merah aja padahal dari baru beli jarang bgt dipake maen game btw hp ini udah dari 2020 performa lumayan ngejer walau ngelag dikit kalo buka superapp macam shopee belum pernah ganti baterai tapi seandainya jadi beli baterai baru kyknya ganti thermal paste masih bisa stretch sampe akhir tahun depan,0,,,,,,dataset_kaggle
Sya penasaran dengan inisial AL saya coba cari nama dengan inisial AL sesuai klue bang ferry tapi belum nemu,saya penasaran dengan inisial al saya coba cari nama dengan inisial al sesuai klue kakak ferry tetapi belum nemu,0,,,,,,judi_online
QEON BILEK : TITIP PIALA EWC 😂😂😂😂,qeon bilek titip piala ewc,0,,,,1755196169.6857,@dubupandaanimasi,dataset_komentarJudol
"kerenn nih peraturan nya yono, siapa yg pengen dia yg usahaa kerennnn",kerenn nih peraturan nya yono siapa yg pengen dia yg usahaa kerenn,0,,,,,,dataset_kaggle
Mantap 𝐓𝐈𝐌𝐎𝟒𝐃  suka pecah scatter pantes rame,mantap timo4d suka pecah scatter pantes rame,1,,,,1757825061.81363,@LanNguyen-l5q4f,dataset_komentarJudol
Yang penting makan geratis,yang penting makan geratis,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.351.287.450,agusrachmathidayat5647,data_clean_final
:face-purple-smiling-fangs:,facepurplesmilingfangs,0,,,,2024-10-07 11:54:53,Angger,youtube_chat_jogja
Cocok buat bikin pabrik cryogenic untuk masa depan 😂,cocok buat bikin pabrik cryogenic untuk masa depan,0,,,,,,dataset_kaggle
yang kemarin aku nonton gabisa keluar,yang kemarin aku nonton gabisa keluar,0,,,,2024-10-07 11:57:14,Rasya ,youtube_chat_jogja
sampe nangis liatnya teeharu bangettt🥹lancar2 yaa,sampe nangis liatnya teeharu bangetttlancar2 yaa,0,,,,,,dataset_kaggle
Iiisshhh....gantengnya my idol Rayanza ❤❤❤,iisshh gantengnya my idol rayanza,0,,,,,,dataset_kaggle
"Akhirnya ketahuan juga, kenapa banyak yang bilang 𝐃‍‌𝐎‌‍𝐑⁠​𝐀⁠𝟕​​𝟕gacir banget!",akhir tahu banyak bilang dora77gacir banget,1,,,,1758588142.68656,@JojubeTeme,dataset_komentarJudol
"Pulau7/7/7 tuh tempat cari uang paling cepat, serius.",pulau7 tuh tempat cari uang paling cepat serius,1,,,,,,judi_online
"Rezeki hari ini datang terus dari 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O,senang banget rasanya!",rezeki hari ini datang terus dari agustoto senang banget rasanya,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.547.637.630,PrustyHamelin-r9k,data_clean_final
Gak kerasa waktu cepet banget lewat kalau udah main di 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.,gak kerasa waktu cepet banget lewat kalau udah main di pulauwin,1,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.401.439.949.480,BilginNilay,data_clean_final
SEKUT✦𝗠𝗮𝗻𝘂𝘁𝟴𝟴✦,sekut manut88,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.556.110.030,FAUSTINOGraves,data_clean_final
Udah ganti roster masih ampas berarti udah tau kan siapa kambing hitam nya 😂,udah ganti roster ampas arti udah tau kan siapa kambing hitam nya,0,,,,1758374698.01246,@akupro2027,dataset_komentarJudol
emang gak obatnya sih keseruan main alexis17 .,emang gak obatnya sih keseruan main alexis17,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,ajionohidayanto,data_clean_final
"Yang lain kerja, ini malah kampanye",yang lain kerja ini malah kampanye,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.379.985.431.680,faizalmakhrus8645,data_clean_final
Kadang niat bercanda tapi ujungnya bikin sakit hati 😓,kadang niat canda ujung bikin sakit hati,0,,,,1757011056.53101,@CUAN-BESAR-HANYA_WAHANA88,dataset_komentarJudol
"Subhanallah, 🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎 bikin pengalaman main jadi beda! Ceritanya penuh makna, visualnya keren, dan hadiahnya bikin senyum-senyum sendiri !!",subhanallah probet855 bikin alam main jadi beda cerita penuh makna visual keren hadiah bikin senyum senyum sendiri,1,,,,1755195058.54867,@liviaprameswari-u1g,dataset_komentarJudol
Selamat merayakan kesuksesan! Semoga🌍ℙℝ𝕆𝔹𝔼𝕋855🌍terus menjadi bagian dari perjalanan Anda!💯,selamat raya sukses semogaprobet855 terus jadi bagi jalan,1,,,,1757868580.39788,@QuynhThuLuong-c2u,dataset_komentarJudol
𝐃⁠​𝐎​𝐑‍𝐀⁠‌𝟕‌⁠𝟕 Wah keren parah 🔥,dora77 wah keren parah,1,,,,1757616394.9268,@premanand-l4g,dataset_komentarJudol
​@AnisSalsabilla-o1kbole bolee,bolee,0,,,,,,dataset_kaggle
Pulau777 bikin hidup makin berwarna 🌈,pulau777 bikin hidup makin warna,1,,,,1757828939.2847,@GUJJARKHARATOFFICIAL,dataset_komentarJudol
"Dengan 🍭 *KYT4D* 🍭, aku percaya bahwa tidak ada yang tidak mungkin",dengan kyt4d aku percaya bahwa tidak ada yang tidak mungkin,1,,,,,,judi_online
"🚀 Hoki nempel tinggal gas, Ketik di Google 🚀𝗧𝗞𝗣𝟯𝟬𝟯🚀",hoki nempel tinggal gas ketik di google tkp303,1,,,,,,dataset_kaggle
Cuan tipis-tipis manis di V𝐈𝐂𝐓𝐎𝐑𝐘𝟎𝟎𝟕 tuh bikin hati adem 😎,cuan tipis tipis manis di victory007 tuh membuat hati adem,1,,,,,,judi_online
"wede lancar banget , pelayanan top",wede lancar banget pelayanan top,1,ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,Rina2TYyX,data_clean_final
"⚡ Pola aman bikin tenang, Ketik di Google 🚀𝗧𝗞𝗣𝟯𝟬𝟯🚀",pola aman bikin tenang ketik di google tkp303,1,,,,,,dataset_kaggle
Gila hoki! Main modal receh malah tembus 20jt 🅱️🅰️🅽 🆃🅴🅽🅶 🅷🅾️ 🅺🅸🎉,gila hoki main modal receh malah tembus 20jt ban teng ho ki,1,,,,,,dataset_kaggle
Main Clasik ya ini bang jes,main clasik ya ini bang jes,0,,,,,,dataset_kaggle
"𝘼𝙇𝙀𝙓𝙄𝙎17 bikin gue auto sultan seminggu , gokil banget",alexis17 bikin gue auto sultan seminggu gokil banget,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,EkoRahmawati-z9c,data_clean_final
"Modal kecil makswin, wede gampang",modal kecil makswin wede gampang,1,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.772.460.963.060,StefanovRhood-j2v,data_clean_final
"Senangkep gue, dia malah nyalahin rakyatnya wkwkwk",senangkep gue dia malah nyalahin rakyatnya wkwkwk,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.265.884.210,ranggaofficial9510,data_clean_final
Fermin selalu punya kejutan,fermin selalu punya kejutan,0,,,,,,dataset_kaggle
Bangun tidur langsung buka ✌𝓦𝓔𝓣𝓞𝓝+88✌.,bangun tidur langsung buka weton88,1,,,,1756751615.03238,@DungPham-i6x2i,dataset_komentarJudol
"01:56 ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 emang juara! Baru main sekali, langsung jatuh cinta sama konsep cerita dan gameplay-nya. Wajib coba buat pecinta game seru! 👑",mona 4d emang juara baru main sekali langsung jatuh cinta sama konsep cerita gameplay nya wajib coba buat cinta game seru,1,,,,1757854192.94821,@NamNgo-u1g2b,dataset_komentarJudol
"Dh mls ntn rrq kent,badut",dh mls ntn rrq kent badut,0,,,,1757183917.57759,@mansurya82,dataset_komentarJudol
Ｇ ＡＲ ＵＤ Ａ Ｈ ０ Ｋ ｌ_Kemenangan sangat mudah,g ar ud a ho k l menang sangat mudah,1,,,,1757097429.79932,@ALPHALEGENDS-q9d,dataset_komentarJudol
Ini siapa ya?,ini siapa ya,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.369.182.056.680,gudangoli8964,data_clean_final
