text_original,text_clean,label,video_id,title,channel_name,tanggal,author,source
"Yaelah di jkt ubi bnyk bnget enak2 dan murah lagi ,jauh bnget beli nya smpe ke jp😂😂😂",yaelah di jkt ubi bnyk bnget enak2 dan murah lagi jauh bnget beli nya smpe ke jp,0,,,,,,dataset_kaggle
Jess bro pls give me diamond 😅,jess bro pls give me diamond,0,,,,,,dataset_kaggle
"njir , denger-denger 𝘼𝙇𝙀𝙓𝙄𝙎17 promo , bener gak sih ? pokoknya .",njir denger denger alexis17 promo bener gak sih pokoknya,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,IntanSantoso-j8d,data_clean_final
Amaaaaa❤❤❤❤,amaa,0,,,,,,dataset_kaggle
"Kontennya epic abis, bikin semangat main game ❤𝐒𝐔𝐑𝐘𝐀𝟖𝟖❤ 😎🎮",konten epic abis bikin semangat main game surya88,1,,,,1756838127.10273,@jasdhqhjeb1,dataset_komentarJudol
Assalamualaikum pak ustazterma ksh atas impormasi ilmu nya,assalamualaikum pak ustazterma ksh atas impormasi ilmu nya,0,,,,,,dataset_kaggle
"Ngiler nyoh, temen gua maenGaruda Hoki-dpt petir x1000🤤🔥",ngiler nyoh temen gua maengaruda hoki dpt petir x1000,1,,,,1756059732.58998,@rodriguezwillia,dataset_komentarJudol
"Mau gimana lagi, ditinggal daddy inigo jadinya gini, mau nyari pemain, duitnya tau sendirilah 😅",mau gimana lagi ditinggal daddy inigo jadinya gini mau nyari pemain duitnya tau sendirilah,0,,,,,,dataset_kaggle
"""Mayatnya ga akan membusuk seumur hidup"" 😂😂😂",mayatnya ga akan membusuk seumur hidup,0,,,,,,dataset_kaggle
tak streaming waeeee... ga kuat nek ndono:face_with_hand_over_mouth:,tak streaming waeeee ga kuat nek ndono,0,,,,2024-10-07 12:12:46,Fitriana Ardiyani,youtube_chat_jogja
🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱Terbaik dahh!💯,probet855 baik dahh,1,,,,1757443257.53744,@CuongHoang-e6q,dataset_komentarJudol
Keren 𝐌𝐎𝐍𝐀𝟒𝐃! Pengen nonton ulang. 👏,keren mona4d ingin menonton ulang,1,,,,,,judi_online
"01:11 Wow, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin standar baru! Narasinya menarik dengan tema yang penuh makna, gameplay-nya mulus banget, bikin ketagihan. Hadiahnya luar biasa, setiap momen terasa berharga. Rekomendasi banget! 🚀",wow mona 4d bikin standar baru narasi tarik tema penuh makna gameplay nya mulus banget bikin tagih hadiah luar biasa momen asa harga rekomendasi banget,1,,,,1757854191.19425,@QuanHoang-n2h,dataset_komentarJudol
"Ya Tuhan,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna, dan untungnya wow banget!💯",tuhan probet855 bikin speechless visual manja mata cerita penuh makna untung wow banget,1,,,,1757818046.54313,@QuanHoang-q6n4i,dataset_komentarJudol
Asslamualaikkum Wr Wb semoga Allah mempanjang umurnya dan kesehatan agar tdk henti2nya mendengar ceramahnya.,asslamualaikkum wr wb semoga allah mempanjang umurnya dan kesehatan agar tdk henti2nya mendengar ceramahnya,0,,,,,,dataset_kaggle
"ULTR17 typo dikit, tetap oke.",,1,,,,,,hardsell
"AGA! AGA! Lama-lama nih tiap livenya Ketua, mulai mengumpulkan Anomali Langka dari Sabang sampai Merauke bejir. 😂",aga aga lama lama nih tiap livenya ketua mulai mengumpulkan anomali langka dari sabang sampai merauke bejir,0,,,,,,dataset_kaggle
Dress codenya apa aja ngak ngerti ummi 😂😂,dress codenya apa aja ngak ngerti ummi,0,,,,,,dataset_kaggle
"gacu​r​ ha​r​i , modal seadanya",gacu r ha r i modal seadanya,1,5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,RikoTranN1ImYvM,data_clean_final
Itu kenapa saya ga ambil I-Phone 17. Karna apa? Karna emang gada duitnya😂,itu kenapa saya ga ambil i phone 17 karna apa karna emang gada duitnya,0,,,,,,dataset_kaggle
"seru juga ppq sekarang 😂
udah bubarin aja ppq, makin gajelas 🤣
mamam tuh player bagus dicamatin trus pindah onic berujung dibantai haha..

tinggal nunggu duren / sutsujin pindah juga 🤣",seru juga ppq sekarang udah bubarin aja ppq makin gajelas mamam tuh player bagus dicamatin trus pindah onic berujung dibantai haha tinggal nunggu duren sutsujin pindah juga,0,,,,,,dataset_kaggle
Pantes kek beda steven yg dlu kek lebih kalem skrg lebih expressive,pantes kek beda steven yg dlu kek lebih kalem skrg lebih expressive,0,,,,,,dataset_kaggle
hehehe,hehehe,0,,,,,,dataset_kaggle
KYT4️⃣D ⬅️ memberikan pesan optimis yang bikin semangat hidup naik lagi.,kyt4d memberikan pesan optimis yang bikin semangat hidup naik lagi,1,,,,,,dataset_kaggle
"╔═🎲🎰 𝙃𝘽𝘾 𝙈𝘼𝙉𝙏𝙐𝙇 🎰🎲═╗  
💎 Bukan Sultan, Tapi Selalu Tajir 💎  
😎 Happy terus, stress minggir!  
╚═🎯💰 Always Win, No Drama 💰🎯═╝",hbc mantul bukan sultan selalu tajir happy terus stress minggir always win no drama,1,,,,1758241938.95383,@EsBatu-r7s,dataset_komentarJudol
EVOS is bakk 🤡,evos is bakk,0,,,,,,dataset_kaggle
JEMBOTTT,jembott,0,,,,,,dataset_kaggle
Lanjut JastinRamos,lanjut jastinramos,0,,,,,,dataset_kaggle
Compare sm RoG 9pro gimana hasilnya,compare sm rog 9pro gimana hasilnya,0,,,,,,dataset_kaggle
𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 emang cuan!,berkah99 emang cuan,1,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.660.526.630,Monikaaaaacantik,data_clean_final
"🔥TRUEBEST22🔥 fiturnya lengkap, gak ada yang kurang.",,1,,,,,,hardsell
"Maraton ending song bareng alexis17 semalem, seru banget parah!",maraton ending song bareng alexis17 semalem seru sekali parah,1,,,,,,judi_online
kayaknya P͟U͟L͟A͟U͟777 ini bukan sembarang hal viral deh,kayaknya pulau777 ini bukan sembarang hal viral deh,1,,,,,,dataset_kaggle
"Kalau lo butuh liburan singkat, Pulau 7.7/7 jawabannya!",kalau kamu butuh liburan singkat pulau jawabannya,1,,,,,,judi_online
"Santai duduk manis, hasilnya bikin hati puas.# *GUNUNGWIN* tempatnya!",santai duduk manis hasilnya membuat hati puas gunungwin tempatnya,1,,,,,,judi_online
GAK ADA YG bisa ngalahin chanel-chanel dari🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎 komentar pasti slalu ada !!,gak yg ngalahin chanel chanel dariprobet855 komentar slalu,1,,,,1757097391.0906,@PhươngTrần-b2g8w,dataset_komentarJudol
Komentar ALEXIS17 di medsos soal drama keluarga pedes banget.,komentar alexis17 di medsos soal drama keluarga pedas sekali,1,,,,,,judi_online
Cocok buat gw yg trauma ama Samsung karena masalah layar dan pengen pindah ke Oppo/Vivo buat daily driver,cocok buat gw yg trauma ama samsung karena masalah layar dan pengen pindah ke oppo vivo buat daily driver,0,,,,,,dataset_kaggle
"【P】【U】【L】【A】【U】【7】【7】【7】, hadiah besar menantimu setiap hari",pulau777 hadiah besar nanti hari,1,,,,1756665007.76094,@HardikJadhav-t8s,dataset_komentarJudol
🔥UNIVERSECOSMIC33🔥 surprisingly bagus buat pemula.,,1,,,,,,hardsell
jumpscarenya nge-jumpscare bgt,jumpscarenya nge jumpscare bgt,0,,,,,,dataset_kaggle
"Sekali klik, saldo 𝗩𝗜𝗖𝗧𝗢𝗥𝗬𝟬𝟬𝟳 langsung nambah kayak harga cabe 🌶",sekali klik saldo victory007 langsung bertambah seperti harga cabe,1,,,,,,judi_online
"cuan gak langit , pu lau tujuh tujuh tujuh !",cuan gak langit pu lau tujuh tujuh tujuh,1,8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,NRKPost77,data_clean_final
"Lgi sakit keknya, ketua",lgi sakit keknya ketua,0,,,,,,dataset_kaggle
Udah bang aku udah subscribe,udah bang aku udah subscribe,0,,,,,,dataset_kaggle
ORBPLT typo dikit tapi tetap jalan.,,1,,,,,,hardsell
kangeen qeel kamu ngonten sm mohann,kangeen qeel kamu ngonten sm mohann,0,,,,,,dataset_kaggle
gak pusing mikirin biaya honeymoon kalo udah join alexis17 .,gak pusing mikirin biaya honeymoon kalo udah join alexis17,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,sudrajatmustika,data_clean_final
Naskah chat gpt,naskah chat gpt,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.408.786.147.520,asyifakhairunnisa8347,data_clean_final
Emang gak ada yang se-worth it ALEXIS⭐17⭐ deh.,emang gak ada yang se worth it alexis 17 deh,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.796.784.630,LestariHartono-m3r,data_clean_final
hidup lo cerah disinarin cuan pu lau tujuh tujuh tujuh .,hidup lo cerah disinarin cuan pu lau tujuh tujuh tujuh,1,8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,AMO_604,data_clean_final
"Toy di ayam"" sama skylar😂",toy di ayam sama skylar,0,,,,,,dataset_kaggle
"Punchline Alexis17 pas cari bahan lawakan tadi ngena banget, receh!",punchline alexis17 pas cari bahan lawakan tadi ngena sekali tidak penting,1,,,,,,judi_online
"Gua sebagai fams, akhirnya pendukung sebelah ada jg yg ngerasain kaya gua😂",gua sebagai fams akhirnya pendukung sebelah ada jg yg ngerasain kaya gua,0,,,,,,dataset_kaggle
"🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎Pikir pikir Gak banyak channel yang bisa bikin aku stay sampai menit terakhir. Tapi video  beda! Punya alur, pesan, dan visual yang semuanya solid !!",probet855 pikir pikir gak banyak channel bikin aku stay menit akhir video beda punya alur pesan visual semua solid,1,,,,1756751502.27541,@HungVu-v3s7i,dataset_komentarJudol
Emang gak ada yang se-gampang ALEXIS⭐17⭐ kalo soal dapetin cuan.,emang gak ada yang se gampang alexis 17 kalo soal dapetin cuan,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.796.795.100,WulanNugroho-w5y,data_clean_final
"Gacor banget nih situs, 3x menang berturut-turut di 퐌퐀퐗퐖퐈퐍퐁퐎퐒! ",gacor sekali nih situs 3x menang berturut turut di,1,,,,,,judi_online
Day one of asking jess no limit50000 diamond on insta and youtube,day one of asking jess no limit50000 diamond on insta and youtube,0,,,,,,dataset_kaggle
Mobilnya anaknya sahroni yah bang,mobilnya anaknya sahroni yah bang,0,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.549.381.550,gembelmantulchannel6531,data_clean_final
7:55 aduh menit kedua sdh kalah 0-6 ini ketua. Semangat,aduh menit kedua sdh kalah 06 ini ketua semangat,0,,,,,,dataset_kaggle
banyakin konten yg ada mama gigi dongg,banyakin konten yg ada mama gigi dongg,1,,,,,,dataset_kaggle
adiiikkkksss sering sering buat yaaa semangat diksss,adiikkss sering sering buat yaa semangat dikss,0,,,,,,dataset_kaggle
"Tunggu, aku jadi inget sama G30S PKI",tunggu aku jadi inget sama g30s pki,0,,,,,,dataset_kaggle
Bilal astaga bilal. Makin gede aja 😂,bilal astaga bilal makin gede aja,0,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.967.107.575,abibmis,data_clean_final
Ko gue umur Nye kek Lo gue fans looooo,ko gue umur nye kek lo gue fans loo,0,,,,,,dataset_kaggle
"Pasti menang bersama OMETOTO, siapa pun bisa merasakannya!",menang sama ometoto siapa rasa,1,,,,1755454829.27099,@piscokchennel,dataset_komentarJudol
"Setiap hari adalah kesempatan baru, dan saya memanfaatkannya sebaik mungkin bersama 🍺 KYT 4D 🍺",hari sempat baru manfaat baik mungkin sama kyt 4d,1,,,,1755195107.3783,@MMwhite4441.0,dataset_komentarJudol
"Sangat menyenangkan bermain di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, tiba-tiba mendapatkan JP besar, rezeki memang tidak akan tertukar!",sangat senang main dora77 tiba tiba dapat jp besar rezeki memang tukar,1,,,,1758415131.54014,@SuvankarSamonta,dataset_komentarJudol
 @angeliart_  hehehe ini mah buzzer 🤣,angeliart hehehe ini mah buzzer,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.325.955.980,sanileonardo444,data_clean_final
Gaada lawan sepadan,gaada lawan sepadan,0,,,,,,dataset_kaggle
Mohon Maaf sebelumnya saya minta bantuan untuk ambil hadiah dari Bang Raffi Ahmad di Facebook semoga tidak HOAX atau asli WA beserta hadiah uang yang ada di WA saya mohon bantuan disebarkankan lampiran hadiah dari Bang Raffi Ahmad agar semua followersnya tidak tertipu Terima Kasih atas bantuannya☺❤👍🤝🙏,mohon maaf sebelumnya saya minta bantuan untuk ambil hadiah dari bang raffi ahmad di facebook semoga tidak hoax atau asli wa beserta hadiah uang yang ada di wa saya mohon bantuan disebarkankan lampiran hadiah dari bang raffi ahmad agar semua followersnya tidak tertipu terima kasih atas bantuannya,0,,,,,,dataset_kaggle
"Setuju Buanget ....beda dgn Orang"" Indonesia PEMALAS Pinginya punya Uang tp malas Kerja",setuju buanget beda dgn orang indonesia pemalas pinginya punya uang tp malas kerja,0,,,,,,dataset_kaggle
mun ceuk aing nya ieu mah nanaonan sih eta pulau777 nyepem kitu patut,mun ceuk aing nya ieu mah nanaonan sih eta pulau7 nyepem kitu patut,1,,,,,,judi_online
"Hasil gacir bikin aku makin puas main di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, makasih banyak!",hasil gacir bikin aku makin puas main di mandalika77 makasih banyak,1,BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.616.874.249,LAWRENCEDowning,data_clean_final
jusaa mulutt nyaaaaa,jusaa mulutt nyaa,0,,,,,,dataset_kaggle
Sabar netizen ketikannya ditahan😂😂,sabar netizen ketikannya ditahan,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.751.817.560,candadinata6242,data_clean_final
"🔥SBOBET🔥, pelayanan oke dan bikin akun makin aktif.",,1,,,,,,hardsell
"itu jonsonku bang,minta dm 50000",itu jonsonku bang minta dm 50000,0,,,,,,dataset_kaggle
yaallah berikan hamba pekerjaan😢,yaallah berikan hamba pekerjaan,0,,,,,,dataset_kaggle
Baru x ini sy nonton dr awal smpe akhir,baru x ini sy nonton dr awal smpe akhir,0,,,,,,dataset_kaggle
"Tutorial haul dari Alexis17 gampang diikutin, hasilnya unik rasanya.",tutorial haul dari alexis17 mudah diikutin hasilnya unik rasanya,1,,,,,,judi_online
main bareng temen p͓̽u͓̽l͓̽a͓̽u͓̽w͓̽i͓̽n͓̽ emang seru .,main bareng temen p u l a u w i n emang seru,1,aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,KezibanEsin,data_clean_final
"P U L A U 7 7 7, serunya bermain dan menang",pulau777 seru main menang,1,,,,1756665007.55316,@KrishnaChauhan-c9l,dataset_komentarJudol
modal peroleh 𝘋𝐎𝑅a𝟳𝟳 percaya berwirausaha .,modal peroleh dora77 percaya berwirausaha,1,IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,Munisa1aw12,data_clean_final
"Bikin tutorial cara menggunakan Gemini CLI, Copilot CLI, dan Claude Code pak 😁",bikin tutorial cara menggunakan gemini cli copilot cli dan claude code pak,0,,,,,,dataset_kaggle
"Buka status random teman SD, isinya tentang ꧁𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝꧂.",buka status random teman sd isi pulauwin,1,,,,1755194984.42883,@chigonzales,dataset_komentarJudol
Gatot guna apa cok?,gatot guna apa cok,0,,,,,,dataset_kaggle
Bujang enam hadir ketua,bujang enam hadir ketua,0,,,,,,dataset_kaggle
"saka maruk banget maennya , percuma beli striker macam gyokeres",saka maruk banget maennya percuma beli striker macam gyokeres,0,,,,,,dataset_kaggle
20:53 aowkkwkw Dicipok,aowkkwkw dicipok,0,,,,,,dataset_kaggle
Gw udah sampe bank di game itu lol,gw udah sampe bank di game itu lol,0,,,,,,dataset_kaggle
"Ngomong yg penting ❌
Yg penting ngomong ✅",ngomong yg penting yg penting ngomong,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.250.348.763.860,bagusadipratama81,data_clean_final
Jadilah pemenang selanjutnya dan raih hadiah spektakuler di 𝒑𝒖𝒍𝒂𝒖𝒘𝒊𝒏☝,jadilah pemenang selanjutnya dan raih hadiah spektakuler di pulauwin,1,n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.454.443.510,EsenOzgur-wu1zc,data_clean_final
Banthe dan kukuh 👍,banthe dan kukuh,0,,,,,,dataset_kaggle
absen dari 𝑯𝑶𝑲𝑰777 kalian dari mana aja?,absen dari hoki777 kalian dari mana aja,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.014.559.650,OrangBijak-f1v,data_clean_final
"Rezeki dari 𝐃‍‌𝐎‌‍𝐑⁠​𝐀⁠𝟕​​𝟕bikin hariku lebih bermakna, terima kasih!",rezeki dora77bikin hari lebih makna terima kasih,1,,,,1758588143.70913,@XiseTazoqu,dataset_komentarJudol
Ada yang tau build noob paling OP? Tanya Alexis17 kali ya.,ada yang tau build noob paling op tanya alexis17 kali ya,1,,,,,,judi_online
Jelek modul kameranya,jelek modul kameranya,0,,,,,,dataset_kaggle
bkent ada gambaran fans rrq sejati kal😂,bkent ada gambaran fans rrq sejati kal,0,,,,,,dataset_kaggle
"𝐀 x 𝙇 𝟽 𝟩 𝟩bikin lupa beban hidup , hiburan bermakna !",a x l 7 7 7bikin lupa beban hidup hiburan bermakna,1,CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,YunaUmaMg,data_clean_final
Nemu uang jaman 50 rupiah,nemu uang jaman 50 rupiah,0,,,,,,dataset_kaggle
"I love ur videos jen....everyone has a past. But what i see is that u really become a better person...dan keliatan jusa juga tulus,,,be happy jen❤❤❤❤",i love ur videos jen everyone has a past but what i see is that u really become a better person dan keliatan jusa juga tulus be happy jen,0,,,,,,dataset_kaggle
Saya merasa layanan di ρ𝓊𝓵άü777 sangat profesional.,saya merasa layanan di ul 777 sangat profesional,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.545.250.930,MehmetDuygu-v6i,data_clean_final
"""Oh badutku tercinta "" 😅😅😅😂",oh badutku tercinta,0,,,,,,dataset_kaggle
"Hero combo-nya unik, susah ditiru ❤𝐒𝐔𝐑𝐘𝐀𝟖𝟖❤ 👾🎯",hero combo nya unik susah tiru surya88,1,,,,1756838129.37114,@kirana-i9c1p,dataset_komentarJudol
Lanjutannya ada kah di youtube?,lanjutannya ada kah di youtube,0,,,,,,dataset_kaggle
SlotKren99 sangat recommended buat jangka panjang.,,1,,,,,,hardsell
"Rezeki yang diberikan oleh 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕sungguh tiada tara nilainya, terima kasih ya Allah atas berkat-Mu!",rezeki beri dora77sungguh tiada tara nilai terima kasih allah atas berkat mu,1,,,,1758415127.40261,@Ashish_talkz,dataset_komentarJudol
"untuk harga 1 jutaan, review hp Poco c 75 dong bg,wort it gk ya?",untuk harga 1 jutaan review hp poco c 75 dong bg wort it gk ya,0,,,,,,dataset_kaggle
"Pulau777, hiburan masa kini 🌟",pulau777 hibur masa kini,1,,,,1757530074.78731,@nivan.gamerz621,dataset_komentarJudol
"Main di 😎 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓  😎,nggak nyangka rezeki langsung datang dalam sekejap!",main di pr0be855 tidak menyangka rezeki langsung datang dalam sekejap,1,,,,,,judi_online
coba hitung berapa kali minum🤣🤣,coba hitung berapa kali minum,0,,,,,,dataset_kaggle
antara segan mau balas atau akhirnya menemukan lawan yang lebih kuat nih wkwkkwkw,antara segan mau balas atau akhirnya menemukan lawan yang lebih kuat nih wkwkkwkw,0,,,,,,dataset_kaggle
Asikk,asikk,0,,,,,,dataset_kaggle
𝐃‍‌𝐎‌‍𝐑⁠​𝐀⁠𝟕​​𝟕memberikan kesempatan untuk belajar dan berkembang.,dora77memberikan sempat ajar kembang,1,,,,1758588141.45916,@HuluteTeni,dataset_komentarJudol
"🔥PRIMEELITE88🔥 agak beda, tapi justru itu yang bikin menarik.",,1,,,,,,hardsell
oppo reno 15 rilis kapan,oppo reno 15 rilis kapan,0,,,,,,dataset_kaggle
kebahagiaan hakiki,kebahagiaan hakiki,0,aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,gogopedia,data_clean_final
Udah coba validasi datanya blm pak? Yakin gada gap?,udah coba validasi datanya blm pak yakin gada gap,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.646.360.117.920,Onespeedrev,data_clean_final
A.P.E.X.17 ini baru keren.,,1,,,,,,hardsell
deby ceper kmn ketua?,deby ceper kmn ketua,0,,,,,,dataset_kaggle
Kamu luar biasa! 🍁 𝐓𝐈𝐌𝐎𝟒𝐃 🍁 selalu mendukung langkah suksesmu.,kamu luar biasa timo4d selalu dukung langkah sukses,1,,,,1757825062.6264,@QuanBui-n2r9z,dataset_komentarJudol
berkah99 sih google ? ?,berkah99 sih google,1,CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,RaymondJones-f8o,data_clean_final
"ае𝐑𝙊𝟪𝟾benar-benar terunggul , rekomendasikan !",ro88benar benar terunggul rekomendasikan,1,IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,VirnaMarisan-p1k,data_clean_final
😗😗😗😗,,0,,,,,,dataset_kaggle
bhante counter nya indra nih selain kukuh,bhante counter nya indra nih selain kukuh,0,,,,,,dataset_kaggle
"𝘼𝙇𝙀𝙓𝙄𝙎17 , penyelamat genting . pol !",alexis17 penyelamat genting pol,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,TaufikSubagio-p4d,data_clean_final
aku nonton seko ngomah,aku nonton seko ngomah,0,,,,2024-10-07 11:38:11,Prapto Hari,youtube_chat_jogja
"Stream interaktif, viewer enjoy terus ❤𝐌𝐀𝐁𝐀𝐑𝟖𝟖❤ 👀🎯",stream interaktif viewer enjoy terus mabar88,1,,,,1756751608.07247,@kirana-i9c1p,dataset_komentarJudol
JUDOL YTIM ,judol ytim,0,,,,2024-10-07 14:07:37,Zaqi,youtube_chat_jogja
"Kalo Alexis17 lagi cari bahan lawakan, pasti ada aja celetukan impersonate nya.",kalau alexis17 lagi cari bahan lawakan pasti ada saja celetukan impersonate nya,1,,,,,,judi_online
Tiap malam gue selalu nungguin update dari ALEXIS⭐17⭐.,tiap malam gue selalu nungguin update dari alexis 17,1,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.540.144.932.697,AgusDewi-p4t,data_clean_final
Jen dan mayi bahagia insyaAllah Dapat keluarga yang sehangat ini,jen dan mayi bahagia insyaallah dapat keluarga yang sehangat ini,0,,,,,,dataset_kaggle
🎰XBRAND99🎰 Jarang komentar tapi ini worth it banget.,,1,,,,,,hardsell
GAUSAH DI TONTON BUANG BUANG WAKTU,gausah di tonton buang buang waktu,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.363.009.620,theindoplantbased,data_clean_final
Lanjuttt,lanjutt,0,,,,,,dataset_kaggle
Bang main the spike lagi,bang main the spike lagi,0,,,,,,dataset_kaggle
2029 anis ahok,2029 anis ahok,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.044.959.080,daaruuyaynahthemiddleeastk3311,data_clean_final
epic moment 🎉 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,epic moment weton88,1,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.664.004.470,MwhippleJbeam-p3o,data_clean_final
Alhamdulillah tambah lancar !!💙P R O B E T  8 5 5💙,alhamdulillah tambah lancar probet855,1,,,,1756751509.04267,@QuanHoang-s6p,dataset_komentarJudol
abis baca review 𝐒𝐆𝐈𝟖𝟖 .,abis baca review sgi88,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,castellanosyulissa-o3h,data_clean_final
"Midlaner kelas dunia kata Diraw. Pffftttt, malah feeder",midlaner kelas dunia kata diraw pfftt malah feeder,0,,,,,,dataset_kaggle
sumpah alexis17 ! tuh bener-bener ngebantu banget pas butuh duit cepet,sumpah alexis17 tuh bener bener ngebantu banget pas butuh duit cepet,1,rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,megantaramakuta,data_clean_final
"KEREN BANGET video ini terasa tulus dan penuh makna,🔥HBCMANTUL🏆Yang paling aku suka penonton merasa nyaman dan bahagia !!",keren banget video asa tulus penuh makna hbcmantulyang paling aku suka tonton rasa nyaman bahagia,1,,,,1758328658.1079,@Adu-s9p,dataset_komentarJudol
"bener kata eno, thumbnail nya bisa ganti, perasaan tadi maduro, sekarang jadi Trump",bener kata eno thumbnail nya bisa ganti perasaan tadi maduro sekarang jadi trump,0,,,,,,dataset_kaggle
"Baru main 2 spin, saldo udah naik di 💎ＪＡＲＵＭ７７💎",baru main2 spin saldo udah naik jarum77,1,,,,1756664246.91057,@AnamZarul,dataset_komentarJudol
"gue udah ga bayangin hidup a.l.e.x.i.s.1.7 , udah sumber nafkah utama",gue udah ga bayangin hidup a l e x i s 1 7 udah sumber nafkah utama,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,prasetyogarang,data_clean_final
Kangen bkent anjg,kangen bkent anjg,0,,,,,,dataset_kaggle
Review di rank lah,review di rank lah,0,,,,,,dataset_kaggle
